Name,team,salary,position,height,weight,Hit,HR,Win,Lose,Save,Hold
鶴見　凌也,Orix,240,捕手,174,75,NA,NA,NA,NA,NA,NA
西野　真弘,Orix,2150,内野手,167,68,NA,NA,NA,NA,NA,NA
宗　佑磨,Orix,1900,外野手,181,83,16,3,NA,NA,NA,NA
佐藤　優悟,Orix,240,外野手,182,90,NA,NA,NA,NA,NA,NA
松山　真之,Orix,240,投手,174,78,NA,NA,NA,NA,NA,NA
後藤　駿太,Orix,2100,外野手,180,83,NA,NA,NA,NA,NA,NA
大城　滉二,Orix,3500,内野手,175,82,8,0,NA,NA,NA,NA
ジョーンズ,Orix,44000,外野手,188,98,15,1,NA,NA,NA,NA
山﨑　福也,Orix,2800,投手,188,95,NA,NA,1,3,0,0
川瀬　堅斗,Orix,240,投手,183,86,NA,NA,NA,NA,NA,NA
辻垣　高良,Orix,240,投手,182,82,NA,NA,NA,NA,NA,NA
山下　舜平大,Orix,700,投手,189,93,NA,NA,NA,NA,NA,NA
宮城　大弥,Orix,870,投手,171,80,NA,NA,3,0,0,0
宇田川　優希,Orix,240,投手,184,95,NA,NA,NA,NA,NA,NA
吉田　一将,Orix,2900,投手,191,96,NA,NA,NA,NA,NA,NA
釣　寿生,Orix,240,捕手,180,85,NA,NA,NA,NA,NA,NA
荒西　祐大,Orix,1800,投手,178,88,NA,NA,NA,NA,NA,NA
古長　拓,Orix,240,内野手,164,67,NA,NA,NA,NA,NA,NA
平野　佳寿,Orix,15000,投手,186,88,NA,NA,0,1,1,3
増井　浩俊,Orix,20000,投手,181,77,NA,NA,1,3,0,0
山本　由伸,Orix,15000,投手,178,80,NA,NA,3,3,0,0
山岡　泰輔,Orix,8500,投手,172,68,NA,NA,1,2,0,0
竹安　大知,Orix,1600,投手,183,83,NA,NA,1,0,0,0
村西　良太,Orix,870,投手,174,76,NA,NA,0,0,0,1
伏見　寅威,Orix,2650,捕手,182,87,9,1,NA,NA,NA,NA
紅林　弘太郎,Orix,720,内野手,186,94,23,1,NA,NA,NA,NA
西村　凌,Orix,1200,外野手,178,84,NA,NA,NA,NA,NA,NA
能見　篤史,Orix,3500,投手,180,74,NA,NA,0,0,1,2
元　謙太,Orix,650,外野手,186,86,NA,NA,NA,NA,NA,NA
富山　凌雅,Orix,1500,投手,178,84,NA,NA,0,0,0,7
田嶋　大樹,Orix,4200,投手,182,78,NA,NA,1,1,0,0
Ｋ－鈴木,Orix,1650,投手,186,88,NA,NA,0,0,0,0
太田　椋,Orix,1050,内野手,181,81,19,1,NA,NA,NA,NA
ディクソン,Orix,8000,投手,195,84,NA,NA,NA,NA,NA,NA
松井　雅人,Orix,2500,捕手,179,81,NA,NA,NA,NA,NA,NA
吉田　正尚,Orix,28000,外野手,173,85,43,7,NA,NA,NA,NA
比嘉　幹貴,Orix,2100,投手,177,77,NA,NA,0,0,0,3
山足　達也,Orix,1500,内野手,174,76,0,0,NA,NA,NA,NA
中川　颯,Orix,900,投手,184,80,NA,NA,NA,NA,NA,NA
来田　涼斗,Orix,500,外野手,180,85,NA,NA,NA,NA,NA,NA
飯田　優也,Orix,1400,投手,187,92,NA,NA,NA,NA,NA,NA
大下　誠一郎,Orix,840,内野手,171,89,1,0,NA,NA,NA,NA
佐野　皓大,Orix,1600,外野手,182,73,11,1,NA,NA,NA,NA
前　佑囲斗,Orix,550,投手,182,88,NA,NA,NA,NA,NA,NA
頓宮　裕真,Orix,900,捕手,182,103,22,4,NA,NA,NA,NA
阿部　翔太,Orix,880,投手,178,78,NA,NA,0,0,0,0
本田　仁海,Orix,500,投手,181,74,NA,NA,NA,NA,NA,NA
海田　智行,Orix,2200,投手,179,81,NA,NA,NA,NA,NA,NA
齋藤　綱記,Orix,1600,投手,182,89,NA,NA,NA,NA,NA,NA
澤田　圭佑,Orix,2100,投手,178,96,NA,NA,NA,NA,NA,NA
小田　裕也,Orix,2100,外野手,172,75,0,0,NA,NA,NA,NA
ヒギンス,Orix,9000,投手,190,97,NA,NA,0,1,2,1
宜保　翔,Orix,550,内野手,176,75,NA,NA,NA,NA,NA,NA
黒木　優太,Orix,2100,投手,179,85,NA,NA,NA,NA,NA,NA
Ｔ－岡田,Orix,8500,外野手,187,100,10,0,NA,NA,NA,NA
山田　修義,Orix,3500,投手,184,90,NA,NA,0,0,0,2
金田　和之,Orix,1100,投手,184,86,NA,NA,0,0,0,0
佐野　如一,Orix,240,外野手,174,80,0,0,NA,NA,NA,NA
榊原　翼,Orix,1500,投手,180,86,NA,NA,NA,NA,NA,NA
中川　拓真,Orix,450,捕手,178,87,NA,NA,NA,NA,NA,NA
山﨑　颯一郎,Orix,450,投手,190,90,NA,NA,0,0,0,0
廣澤　伸哉,Orix,550,内野手,175,74,NA,NA,NA,NA,NA,NA
漆原　大晟,Orix,1200,投手,182,85,NA,NA,2,1,2,2
吉田　凌,Orix,1600,投手,181,78,NA,NA,NA,NA,NA,NA
中川　圭太,Orix,2200,内野手,180,76,26,1,NA,NA,NA,NA
鈴木　優,Orix,950,投手,181,83,NA,NA,0,0,0,0
ロメロ,Orix,13000,外野手,188,100,2,1,NA,NA,NA,NA
神戸　文也,Orix,800,投手,182,85,NA,NA,NA,NA,NA,NA
張　奕,Orix,1100,投手,182,86,NA,NA,NA,NA,NA,NA
杉本　裕太郎,Orix,1400,外野手,190,104,30,4,NA,NA,NA,NA
岡﨑　大輔,Orix,510,内野手,182,78,NA,NA,NA,NA,NA,NA
稲富　宏樹,Orix,240,捕手,178,83,NA,NA,NA,NA,NA,NA
近藤　大亮,Orix,3750,投手,177,80,NA,NA,NA,NA,NA,NA
西浦　颯大,Orix,500,外野手,178,70,NA,NA,NA,NA,NA,NA
田城　飛翔,Orix,240,外野手,179,70,NA,NA,NA,NA,NA,NA
東　晃平,Orix,250,投手,178,83,NA,NA,NA,NA,NA,NA
フェリペ,Orix,270,捕手,176,78,NA,NA,NA,NA,NA,NA
斎藤　佑樹,Fighters,1250,投手,176,77,NA,NA,NA,NA,NA,NA
杉谷　拳士,Fighters,3500,内野手,173,78,0,0,NA,NA,NA,NA
王　柏融,Fighters,15000,外野手,182,93,2,0,NA,NA,NA,NA
谷口　雄也,Fighters,1500,外野手,182,90,1,0,NA,NA,NA,NA
大田　泰示,Fighters,13000,外野手,188,93,23,2,NA,NA,NA,NA
中田　翔,Fighters,34000,内野手,184,106,20,4,NA,NA,NA,NA
西川　遥輝,Fighters,24000,外野手,181,79,20,2,NA,NA,NA,NA
近藤　健介,Fighters,19500,外野手,171,85,25,5,NA,NA,NA,NA
中島　卓也,Fighters,8000,内野手,178,75,6,0,NA,NA,NA,NA
清水　優心,Fighters,2400,捕手,185,89,9,0,NA,NA,NA,NA
松本　剛,Fighters,2100,外野手,180,82,1,0,NA,NA,NA,NA
生田目　翼,Fighters,920,投手,176,88,NA,NA,NA,NA,NA,NA
加藤　貴之,Fighters,5400,投手,182,90,NA,NA,2,0,0,0
上沢　直之,Fighters,8500,投手,187,88,NA,NA,2,2,0,0
伊藤　大海,Fighters,1500,投手,176,82,NA,NA,1,2,0,0
吉田　輝星,Fighters,1030,投手,175,85,NA,NA,0,1,0,0
金子　弌大,Fighters,3500,投手,180,77,NA,NA,0,1,0,0
上原　健太,Fighters,1700,投手,191,90,NA,NA,NA,NA,NA,NA
清宮　幸太郎,Fighters,2200,内野手,184,103,NA,NA,NA,NA,NA,NA
鶴岡　慎也,Fighters,3000,捕手,176,78,0,0,NA,NA,NA,NA
渡邉　諒,Fighters,5500,内野手,178,84,25,0,NA,NA,NA,NA
野村　佑希,Fighters,880,内野手,187,91,11,0,NA,NA,NA,NA
宮西　尚生,Fighters,25000,投手,180,80,NA,NA,1,2,0,5
淺間　大基,Fighters,1150,外野手,183,82,21,0,NA,NA,NA,NA
古川　裕大,Fighters,900,捕手,182,88,NA,NA,NA,NA,NA,NA
河野　竜生,Fighters,1750,投手,174,84,NA,NA,0,1,0,1
井口　和朋,Fighters,2600,投手,175,78,NA,NA,0,0,0,4
宇佐見　真吾,Fighters,2400,捕手,181,94,1,0,NA,NA,NA,NA
村田　透,Fighters,1600,投手,183,83,NA,NA,0,0,0,0
谷内　亮太,Fighters,1300,内野手,177,82,1,0,NA,NA,NA,NA
立野　和明,Fighters,1000,投手,181,87,NA,NA,NA,NA,NA,NA
堀　瑞輝,Fighters,2800,投手,177,80,NA,NA,1,1,0,5
西村　天裕,Fighters,1900,投手,177,94,NA,NA,0,0,0,0
バーヘイゲン,Fighters,13000,投手,199,106,NA,NA,0,2,0,0
柿木　蓮,Fighters,520,投手,181,89,NA,NA,NA,NA,NA,NA
石井　一成,Fighters,1800,内野手,182,80,12,1,NA,NA,NA,NA
秋吉　亮,Fighters,5000,投手,183,88,NA,NA,NA,NA,NA,NA
福田　俊,Fighters,1250,投手,171,73,NA,NA,0,0,0,0
Ｂ．ロドリゲス,Fighters,3500,投手,196,111,NA,NA,0,0,0,3
長谷川　凌汰,Fighters,520,投手,188,97,NA,NA,0,0,0,2
アーリン,Fighters,8000,投手,183,86,NA,NA,0,0,0,0
平沼　翔太,Fighters,1400,内野手,179,80,1,0,NA,NA,NA,NA
田中　瑛斗,Fighters,560,投手,184,78,NA,NA,NA,NA,NA,NA
鈴木　健矢,Fighters,880,投手,176,78,NA,NA,0,0,0,0
上野　響平,Fighters,530,内野手,172,73,0,0,NA,NA,NA,NA
公文　克彦,Fighters,5000,投手,173,83,NA,NA,0,0,0,0
五十幡　亮汰,Fighters,1100,外野手,171,67,NA,NA,NA,NA,NA,NA
石川　直也,Fighters,4500,投手,192,90,NA,NA,NA,NA,NA,NA
池田　隆英,Fighters,650,投手,181,85,NA,NA,2,3,0,0
Ｒ．ロドリゲス,Fighters,4000,内野手,183,81,0,0,NA,NA,NA,NA
玉井　大翔,Fighters,5600,投手,178,79,NA,NA,0,0,0,2
難波　侑平,Fighters,520,内野手,178,81,NA,NA,NA,NA,NA,NA
細川　凌平,Fighters,520,内野手,174,75,NA,NA,NA,NA,NA,NA
杉浦　稔大,Fighters,3700,投手,190,90,NA,NA,0,1,7,0
谷川　昌希,Fighters,950,投手,175,85,NA,NA,1,0,0,0
根本　悠楓,Fighters,520,投手,173,78,NA,NA,NA,NA,NA,NA
郡　拓也,Fighters,550,捕手,179,86,11,0,NA,NA,NA,NA
今川　優馬,Fighters,840,外野手,177,87,0,0,NA,NA,NA,NA
望月　大希,Fighters,790,投手,187,88,NA,NA,NA,NA,NA,NA
北浦　竜次,Fighters,720,投手,184,96,NA,NA,0,0,0,0
田宮　裕涼,Fighters,530,捕手,175,82,NA,NA,NA,NA,NA,NA
梅林　優貴,Fighters,700,捕手,173,82,NA,NA,NA,NA,NA,NA
万波　中正,Fighters,530,外野手,192,97,2,0,NA,NA,NA,NA
片岡　奨人,Fighters,700,外野手,184,81,NA,NA,NA,NA,NA,NA
石川　亮,Fighters,1100,捕手,181,85,5,0,NA,NA,NA,NA
今井　順之助,Fighters,510,内野手,176,91,NA,NA,NA,NA,NA,NA
髙濱　祐仁,Fighters,550,内野手,185,90,6,1,NA,NA,NA,NA
樋口　龍之介,Fighters,520,内野手,168,91,5,0,NA,NA,NA,NA
宮田　輝星,Fighters,300,外野手,177,75,NA,NA,NA,NA,NA,NA
松本　遼大,Fighters,260,投手,187,96,NA,NA,NA,NA,NA,NA
齊藤　伸治,Fighters,260,投手,181,83,NA,NA,NA,NA,NA,NA
海老原　一佳,Fighters,360,外野手,189,97,NA,NA,NA,NA,NA,NA
高山　優希,Fighters,440,投手,181,82,NA,NA,NA,NA,NA,NA
鈴木　遼太郎,Fighters,440,投手,184,84,NA,NA,NA,NA,NA,NA
姫野　優也,Fighters,440,外野手,184,83,NA,NA,NA,NA,NA,NA
荻野　貴司,Lotte,8000,外野手,172,75,39,1,NA,NA,NA,NA
鳥谷　敬,Lotte,1600,内野手,180,79,6,0,NA,NA,NA,NA
清田　育宏,Lotte,6000,外野手,180,85,NA,NA,NA,NA,NA,NA
藤原　恭大,Lotte,1800,外野手,181,80,9,0,NA,NA,NA,NA
角中　勝也,Lotte,7500,外野手,180,85,15,0,NA,NA,NA,NA
藤岡　裕大,Lotte,3500,内野手,178,77,20,1,NA,NA,NA,NA
安田　尚憲,Lotte,2200,内野手,188,95,26,5,NA,NA,NA,NA
福田　秀平,Lotte,12000,外野手,182,77,NA,NA,NA,NA,NA,NA
中村　奨吾,Lotte,6700,内野手,180,88,36,1,NA,NA,NA,NA
加藤　翔平,Lotte,2200,外野手,183,84,NA,NA,NA,NA,NA,NA
佐々木　千隼,Lotte,1570,投手,181,83,NA,NA,3,0,1,1
石川　歩,Lotte,11000,投手,186,80,NA,NA,1,1,0,0
平沢　大河,Lotte,1800,内野手,176,80,NA,NA,NA,NA,NA,NA
美馬　学,Lotte,12000,投手,169,75,NA,NA,2,0,0,0
種市　篤暉,Lotte,2700,投手,183,88,NA,NA,NA,NA,NA,NA
佐々木　朗希,Lotte,1600,投手,190,85,NA,NA,NA,NA,NA,NA
二木　康太,Lotte,6000,投手,190,85,NA,NA,1,2,0,0
唐川　侑己,Lotte,8000,投手,181,87,NA,NA,2,1,0,11
東條　大樹,Lotte,2700,投手,178,85,NA,NA,0,0,0,1
田村　龍弘,Lotte,7000,捕手,172,81,16,0,NA,NA,NA,NA
三木　亮,Lotte,2200,内野手,175,78,0,0,NA,NA,NA,NA
東妻　勇輔,Lotte,1500,投手,172,80,NA,NA,NA,NA,NA,NA
岡　大海,Lotte,2200,外野手,185,80,10,2,NA,NA,NA,NA
山本　大貴,Lotte,1100,投手,182,90,NA,NA,NA,NA,NA,NA
松永　昂大,Lotte,7500,投手,175,82,NA,NA,NA,NA,NA,NA
西野　勇士,Lotte,5250,投手,183,90,NA,NA,NA,NA,NA,NA
石崎　剛,Lotte,1340,投手,183,91,NA,NA,NA,NA,NA,NA
菅野　剛士,Lotte,2440,外野手,171,83,9,1,NA,NA,NA,NA
佐藤　都志也,Lotte,1600,捕手,181,86,0,0,NA,NA,NA,NA
南　昌輝,Lotte,2400,投手,182,88,NA,NA,NA,NA,NA,NA
土肥　星也,Lotte,1100,投手,186,90,NA,NA,NA,NA,NA,NA
鈴木　昭汰,Lotte,1600,投手,175,80,NA,NA,1,1,0,0
有吉　優樹,Lotte,2700,投手,178,87,NA,NA,NA,NA,NA,NA
小野　郁,Lotte,1700,投手,175,78,NA,NA,0,1,0,4
髙部　瑛斗,Lotte,1000,外野手,178,72,2,1,NA,NA,NA,NA
吉田　裕太,Lotte,1100,捕手,183,99,1,1,NA,NA,NA,NA
福田　光輝,Lotte,880,内野手,176,80,NA,NA,NA,NA,NA,NA
成田　翔,Lotte,670,投手,170,78,NA,NA,NA,NA,NA,NA
ハーマン,Lotte,8800,投手,193,100,NA,NA,0,0,0,8
小島　和哉,Lotte,3400,投手,177,85,NA,NA,0,1,0,0
井上　晴哉,Lotte,5200,内野手,180,114,2,0,NA,NA,NA,NA
宗接　唯人,Lotte,700,捕手,183,90,NA,NA,NA,NA,NA,NA
岩下　大輝,Lotte,3500,投手,182,90,NA,NA,3,2,0,0
田中　靖洋,Lotte,2700,投手,183,88,NA,NA,1,0,0,2
中村　稔弥,Lotte,1800,投手,178,84,NA,NA,0,1,0,0
本前　郁也,Lotte,300,投手,175,76,NA,NA,1,1,0,0
松田　進,Lotte,700,内野手,188,93,NA,NA,NA,NA,NA,NA
山口　航輝,Lotte,560,外野手,183,97,10,4,NA,NA,NA,NA
益田　直也,Lotte,20000,投手,178,80,NA,NA,0,3,6,0
江村　直也,Lotte,1100,捕手,176,80,0,0,NA,NA,NA,NA
レアード,Lotte,24200,内野手,185,98,20,3,NA,NA,NA,NA
エチェバリア,Lotte,10000,内野手,183,90,1,0,NA,NA,NA,NA
中森　俊介,Lotte,720,投手,182,86,NA,NA,NA,NA,NA,NA
小川　龍成,Lotte,1000,内野手,171,72,NA,NA,NA,NA,NA,NA
河村　説人,Lotte,800,投手,192,87,NA,NA,0,0,0,0
西川　僚祐,Lotte,500,外野手,186,98,NA,NA,NA,NA,NA,NA
横山　陸人,Lotte,560,投手,179,86,NA,NA,NA,NA,NA,NA
永野　将司,Lotte,1000,投手,181,82,NA,NA,NA,NA,NA,NA
和田　康士朗,Lotte,1000,外野手,185,77,2,0,NA,NA,NA,NA
大嶺　祐太,Lotte,1200,投手,184,80,NA,NA,NA,NA,NA,NA
古谷　拓郎,Lotte,480,投手,184,80,NA,NA,NA,NA,NA,NA
茶谷　健太,Lotte,600,内野手,186,90,NA,NA,NA,NA,NA,NA
西巻　賢二,Lotte,800,内野手,167,70,NA,NA,NA,NA,NA,NA
土居　豪人,Lotte,440,投手,191,92,NA,NA,0,0,0,0
フローレス,Lotte,500,投手,191,120,NA,NA,NA,NA,NA,NA
マーティン,Lotte,20000,外野手,189,91,34,10,NA,NA,NA,NA
柿沼　友哉,Lotte,1680,捕手,180,82,2,0,NA,NA,NA,NA
小沼　健太,Lotte,300,投手,189,86,NA,NA,NA,NA,NA,NA
谷川　唯人,Lotte,230,捕手,178,72,NA,NA,NA,NA,NA,NA
森　遼大朗,Lotte,230,投手,180,87,NA,NA,NA,NA,NA,NA
山本　大斗,Lotte,230,外野手,180,90,NA,NA,NA,NA,NA,NA
植田　将太,Lotte,300,捕手,180,86,NA,NA,NA,NA,NA,NA
原　嵩,Lotte,500,投手,185,85,NA,NA,NA,NA,NA,NA
髙濱　卓也,Lotte,800,内野手,184,84,NA,NA,NA,NA,NA,NA
アコスタ,Lotte,240,投手,187,89,NA,NA,NA,NA,NA,NA
佐藤　奨真,Lotte,300,投手,177,78,NA,NA,NA,NA,NA,NA
サントス,Lotte,500,外野手,190,83,NA,NA,NA,NA,NA,NA
